userId,headlineId,headlineName,clickbait,interaction
1,26142,Use Their Work  Free? Artists Say No to Google,no,1
1,26325,"Back Service Personnel, First Lady Asks Nation",no,1
1,8189,"Which ""The Vampire Diaries"" Character Are You Based On Your Zodiac Sign",yes,1
1,22382,UN probing allegations US is 'torturing' soldier over leaks,no,1
1,1172,We Know If You Have A Tattoo Based On 5 Random Questions,yes,1
1,13919,How ~Deep~ Are You,yes,1
1,25628,Boeing 767 cargo plane seriously damaged by fire at San Francisco,no,1
1,23528,"Hugh Carey, former New York Governor, dies aged 92",no,1
1,14615,26 Totally Awesome Products That Will Make Your Life More Fun,yes,1
1,31881,Talks held to avert Nigerian oil production strike,no,1
1,5540,Willow Smith Is Officially A Model Now,yes,1
1,11169,15 Of The Most Creative College Essay Prompts From 2015,yes,1
1,17074,Hamas Fighters Display Mix of Swagger and Fear,no,1
1,24052,Zimbabwe Divisions Pose a Quandary for West,no,1
1,25218,Restrictions imposed in China textile trade with U.S.,no,1
1,5813,11 Photos Of The Beatles And One Direction Presented Without Comment,yes,1
1,3814,In Loving Memory Of Joe Jonas And Gigi Hadid,yes,1
1,8986,This Incredible Canadian Instagram Account Will Literally Kill You,yes,1
1,11807,26 Hilarious Reasons People Actually Cried While Drunk,yes,1
2,3093,"OMG, Yes, You Can Totally Make Your Hair Glow-In-The-Dark Now",yes,1
2,19294,Rape and murder suspects in Ciudad Juárez arrested,no,1
2,3643,If McDonald's Made Happy Meal Toys For Thirtysomethings,yes,1
2,28091,Syria files UN Security Council complaint after US raid,no,1
2,16248,"Truck carrying explosives crashes, explodes in Utah",no,1
2,19945,Debated Home Run Recalls a Moment of Yankees Lore,no,1
2,12803,22 Struggles Of People With Zero Athletic Ability,yes,1
2,4084,18 Things You'll Only Understand If You Always Need To Pee,yes,1
2,1545,"23 Funny Tweets Only ""The Sims"" Fans Will Get",yes,1
2,17979,Explosion in Chinese mine kills 25,no,1
2,16619,Albany Bars Placement Agents for Pension Fund,no,1
2,3659,26 Adorable Dogs Who Are Slaying The Fall Fashion Game,yes,1
2,6790,This Video Beautifully Shows How Difficult It Can Be To Read Lips,yes,1
2,22094,Space Shuttle Discovery launches on final mission,no,1
2,3761,"I Dressed Up As ""Star Wars"" Characters For A Week And It Got Weird",yes,1
2,30016,Trials in Cambodia Expose the Cogs in a Killing Machine,no,1
2,2899,21 Dogs Who Are More Obsessed With Starbucks Than You,yes,1
2,22670,BP Nominates Russian to Oversee TNK-BP,no,1
2,14247,18 Gifts That Will Definitely Make Your Cat Love You More,yes,1
2,6129,Here's The One Trick Literally Everyone Uses When They Forget Someone's Name,yes,1
2,31587,Supreme Court Clears Way for Wider Use of DVR,no,1
2,17502,Eight killed by flooding in Fiji,no,1
2,21066,"Louisville Shakes Off Siena, With a Sigh of Relief",no,1
2,21645,"Cadillac unveils Obama's 'Beast', the 2009 Presidential State Car",no,1
2,4574,"Blake Lively's ""Gossip Girl"" Audition Tape Has Resurfaced And It's Amazing",yes,1
2,7462,Should You Get A Puppy Or Have A Baby,yes,1
2,17447,Fifteen flu sufferers die in Wales in one week,no,1
2,179,15 Hits From 1996 That'll Make You Feel Old AF,yes,1
2,4344,This Is What Really Happens In The Girls' Bathroom,yes,1
2,31149,Starr gets star; Ringo added to Hollywood Walk of Fame,no,1
2,26806,U.S. Housing prices down 9% since February,no,1
2,30229,Protesting Chinese villagers killed in confrontation with police,no,1
2,8484,"The Catalina Wine Mixer From ""Step Brothers"" Is Actually Happening",yes,1
2,18549,Nepal plane crash kills 19,no,1
2,27703,Felipe Massa wins 2008 European Grand Prix,no,1
2,9359,Rescue Dogs Re-Create Fashion Magazine Covers And It's Painfully Cute,yes,1
2,16523,Huge star cluster discovered in neighbourhood of Milky Way,no,1
2,26912,Google begins selling print ads,no,1
2,6963,19 Glorious Ways To Be A Smart Ass This Christmas,yes,1
2,3027,Here Are The Bronzers And Blushes That Actually Look Amazing On Women Of Color,yes,1
2,3285,17 Horrible Pairs Of Tube Socks That Need To Be Stopped,yes,1
2,8537,What's The Best PB&J in LA? - Feast Mode Hunger Squad,yes,1
2,1920,15 Life-Changing Stuffings Guaranteed To Impress Your In-Laws,yes,1
2,4144,Which Musical Girl Group Would You Be In,yes,1
2,1937,"Watch The Trailer For J. Cole's ""Forest Hills Drive: Homecoming"" HBO Special",yes,1
2,16437,Halliburton's KBR awarded half billion dollar repair contract for Gulf Coast Navy facilities,no,1
2,25453,A Sale to Benefit Charity and Thrifty Brides-to-Be,no,1
2,30451,Sri Lankan president promises to end war in 48 hours,no,1
2,19456,"Jack Diesing Sr., former chairman of the College World Series, dies age 92",no,1
2,29014,Russia Ready to Resume Gas Shipments to Europe,no,1
3,29048,"Without Making a Right Turn, Montoya Wins Talladega Pole",no,1
3,11926,"Which Hogwarts Houses Do These ""American Horror Story"" Characters Belong In",yes,1
3,3434,Internationally Bestselling Author Comes Out As Transgender,yes,1
3,635,Thoughts During A Pedicure,yes,1
3,15694,What Should Your Last-Minute Halloween Costume Be Based On Three Questions,yes,1
3,14880,"Here's What Would Happen If The Characters Of ""Harry Potter"" Had The Internet",yes,1
3,7879,"Here's The First, Action-Packed Trailer For ""Allegiant""",yes,1
3,22658,SpaceX launches first Falcon 9 rocket,no,1
3,27710,Minimum wage in United Kingdom increases to £5.05,no,1
3,19329,Thai PM declares state of emergency over airport blockades,no,1
3,3629,"7 Essays To Read: Finding Feminism, Loss, And Having Brain Surgery While Awake",yes,1
3,29438,2007 Twenty20 World Championship: England vs Zimbabwe,no,1
3,18145,Pakistani Offensive Puts Truce on Shakier Ground,no,1
3,6759,32 Autumn Leaf Photos That Are Almost Pornographic,yes,1
3,6102,"We Know Your Favorite ""High School Musical"" Movie",yes,1
3,21218,Apple Inc. unveils iPad 2 tablet,no,1
3,11023,38 Ways To Clean With Things You Have In Your Kitchen,yes,1
3,939,Thierry Henry Says What We're All Thinking About Sport's LGBT Issues,yes,1
3,23174,More Americans Joining Military as Jobs Dwindle,no,1
3,17273,UN passes LGBT rights resolution,no,1
3,6379,We Know Your Personality Based On Your Birth Month,yes,1
3,6993,"Aziz Ansari's ""Master Of None"" Nails Race Perfectly",yes,1
3,24849,Three arrested in al-Qaeda bomb plot,no,1
3,3309,"24 Things That Would Happen If ""Inside Out"" Was Set In The Philippines",yes,1
3,22272,Daniel Craig to be new James Bond,no,1
3,20834,"Mitt Romney suspends his United States presidential campaign, McCain and Huckabee remain fighting for GOP nomination",no,1
3,29381,North Korean leader Kim Jong-un's aunt reported dead,no,1
3,9253,24 Tweets About College That'll Actually Make You Laugh,yes,1
3,26924,Third party U.S. presidential candidates hold debate,no,1
3,2899,21 Dogs Who Are More Obsessed With Starbucks Than You,yes,1
3,24748,Associated Press goes after bloggers for copyright violation,no,1
3,10135,How Psychic Are You Actually,yes,1
3,10659,"The New Trailer For ""The Huntsman"" Is Glorious",yes,1
3,15759,33 Badass Pictures From The Golden Age Of Tattoos,yes,1
3,15220,"6 Christmas Present ""Would You Rather"" Questions That Are Impossible To Answer",yes,1
3,25099,Athletes Protest Rule Requiring Drug Testers to Know Whereabouts,no,1
3,3396,"16 ""The Simpsons"" Questions That Are Impossible To Answer",yes,1
3,8424,"Bollywood Music Videos Without Music Are The Funniest Thing Online, And We Need More",yes,1
3,5674,11 Sex Toy Stories That Will Make You Cringe,yes,1
3,15637,Zayn Malik Has Grey Hair Now And People Are Losing Their Damn Minds,yes,1
3,11676,23 Crucial Items Every Die-Hard Tailgater Needs,yes,1
3,8435,Here's What You Should Watch On Netflix During The Blizzard,yes,1
3,9876,How Much Would Chris Traeger Like You Based On Your Zodiac Sign,yes,1
3,14973,21 TV Relationships That Prove Different Hogwarts Houses Are Great Together,yes,1
3,501,Here's How Orphan Black Fans Are Dealing With Tatiana Maslany's Emmy Loss,yes,1
3,14342,"For Everyone Who Has A Lot Of Feelings About The ""Hey Arnold"" Christmas Special",yes,1
3,28019,Scientists create micro-battery using 3D printing,no,1
3,5438,21 Awesome '80s Girls Toys That Are Worth A Small Fortune Now,yes,1
3,5621,19 Tweets About Tinder That'll Actually Make You Laugh,yes,1
3,23765,Brazil threatens to break patent on AIDS drugs,no,1
4,7340,17 Things You Should Do If You Are Single On Valentine's Day,yes,1
4,10986,"Without Alan Rickman These ""Love Actually"" Scenes Wouldn't Have Been As Heartbreaking",yes,1
4,28109,Tropical Storm Zeta becomes second cross-season tropical storm in history,no,1
4,10635,Which 2016 Movie Should You See Based On Your Favorite 2015 Song,yes,1
4,11754,This Is What Space Travel Really Looks Like,yes,1
4,19846,Rodriguez Has Been Identified From 2003; What About the Others?,no,1
4,4568,This Ink Blot Test Will Reveal Your Secret Motivation,yes,1
4,3304,A 12-Year-Old Sikh Boy In Texas Was Arrested When A Classmate Joked About A Bomb In His Bag,yes,1
4,9629,A Rescued Piglet And Kitten Are Best Friends And It's Totally Adorable,yes,1
4,979,23 Perfect Gifts If Movies Are Their Religion,yes,1
4,30849,Lewis Hamilton wins 2009 Singapore Grand Prix,no,1
4,25133,Ethiopia appeals for food aid for over 6 million,no,1
4,11342,Is This A Disney Channel Original Movie Or Totally Made Up,yes,1
4,16672,Canada and Newsweek Seek Release of Reporter Detained in Iran,no,1
4,27623,Balancing Freedom and the Role of the State in Germany,no,1
4,22479,Massive ice shelf expected to break away from Antarctica,no,1
4,17102,Rioting develops throughout England,no,1
4,10554,"An 18-Year-Old Instagram Star Says Her ""Perfect Life"" Was Actually Making Her Miserable",yes,1
4,22272,Daniel Craig to be new James Bond,no,1
4,12278,18 Confessions From People Waiting Until Marriage To Have Sex,yes,1
4,8894,We Asked Lea DeLaria For Honest Advice And Things Got Real,yes,1
4,21049,"Police kill gunman in London, England",no,1
4,25748,Scientists find key human language gene,no,1
4,20965,"Amazon Has Strong Quarter, Unlike Other Retailers",no,1
4,30628,Rubens Barrichello wins 2009 Italian Grand Prix,no,1
4,26481,Alcoa Cuts Its Dividend by 82%,no,1
4,4928,"Which ""The Force Awakens"" Character Are You",yes,1
4,2497,20 Heartbreaking Confessions From People Who Called Off Their Weddings,yes,1
4,20646,Australian opposition vows to disrupt parliament on Fridays,no,1
4,17092,"To Curb Wild Horses, a Voice for a Contraceptive Called P.Z.P.",no,1
4,17041,Romanian president warns of high-level corruption,no,1
4,8023,Everyone Is Losing Their Minds About These Amazing Toasted Marshmallow Milkshakes,yes,1
4,30927,Stardust lands in Utah successfully,no,1
4,12331,21 Texts Everyone Who Is Anxious Has Definitely Sent,yes,1
4,1372,Literally Just A Bunch Of Shirtless Dudes Wearing Santa Hats,yes,1
4,11811,"15 Years Ago Today, Britney And Justin Wore Their Iconic Matching Denim",yes,1
4,28622,2010 FIFA World Cup: arrivederci Italia!,no,1
4,30033,Actor Bob Denver dies at 70,no,1
4,15345,Everyone On The Internet Is Freaking Out Over Amber Rose's Response To Kanye,yes,1
4,5556,This Is What Happens When You Marry A Brownie And A Cookie In The Oven,yes,1
4,22176,Critic of Chechen President Is Killed in Exile in Vienna,no,1
4,21606,Hedge Fund Executive Guilty of Securities Fraud,no,1
4,8058,Daniel Craig Has Been Brutally Honest Regarding His Feelings About James Bond,yes,1
4,8073,Find Out Your Horoscope For The Week Of October 5,yes,1
4,11563,What's Your Craziest Bachelorette Party Experience,yes,1
4,19182,A Ban on Drooping Drawers Leads to a Legal Challenge,no,1
4,829,Watch Google's CEO Dissing The Hell Outta Real Madrid Like A True Barca Fan,yes,1
4,11195,A Little Girl Had A Total Meltdown After Her Dad Told Her She Doesn't Have A Boyfriend,yes,1
4,21585,United States Senator Ted Kennedy rushed to the hospital,no,1
4,24017,Death toll from China rainstorm reaches 65,no,1
5,28472,"More teenagers attracted to computer crime, say experts",no,1
5,8773,19 Pieces Of Shitty Taxidermy That Sum Up Your 2015,yes,1
5,28911,McDonald Named Chief Executive at Procter & Gamble,no,1
5,1857,"DO NOT Watch This If You Want ""Star Wars"" To Be Ruined Forever",yes,1
5,26609,Smashing Pumpkins may reunite,no,1
5,8664,This Young Trans Filmmaker At Sundance Wants To Revolutionize Trans Storytelling,yes,1
5,12091,This Guy's Comics Hilariously Sum Up The Truth About Being A Parent,yes,1
5,25041,Tensions Stoked Between Iraqi Kurds and Sunnis,no,1
5,12483,This is The Coolest Goddamn Owl You Will See Today,yes,1
5,29776,Soldiers in Madagascar Occupy Vacant Palace in a Show of Force,no,1
5,34,A Dad Recorded All The Adorable Questions His Son Asked When Watching Star Wars For The First Time,yes,1
5,5123,29 Unbelievably Cringeworthy Teenage Fashion Fails,yes,1
5,5679,Watch Kendall And Kylie Jenner Pretend To Do Karaoke In A Friend's Music Video,yes,1
5,4905,What Moon Should You Move To,yes,1
5,18937,Cal Turns to a Freshman Introvert for a Dose of Grit,no,1
5,14554,23 Tweets About The Internet That Will Make You Laugh Out Loud,yes,1
5,24414,UK police involved in stand-off with gunman Raoul Moat,no,1
5,31881,Talks held to avert Nigerian oil production strike,no,1
5,28817,Rodriguez Gives Yankees a Positive Sign,no,1
5,991,How Many Of These Classic Chick Flicks Have You Seen,yes,1
5,1823,23 Times North Carolina Had No Damn Chill,yes,1
5,8576,We Know If You're Santa Claus Based On One Question,yes,1
5,17141,An Airport Screening Program Is Killed,no,1
5,6513,15 Secrets Puppet Builders At The Jim Henson Company Will Never Tell,yes,1
5,11203,24 Times Anna Kendrick Was 100% Actually You,yes,1
5,16062,Inuk hunter adrift on arctic ice floe,no,1
5,11763,There's Just Been Another Dog On BBC News,yes,1
5,6200,"Alan Rickman Wrote The Perfect Farewell To ""Harry Potter""",yes,1
5,3058,"34 Things You Probably Didn't Know About ""The Good Wife""",yes,1
5,11625,Are You More Of A Mixtape Or Playlist Type Of Person,yes,1
5,24322,Bradley Scores Two Goals to Send Mexico Home With Nothing,no,1
5,22612,Knicks Try Out Guard Morris Almond and Like What They See,no,1
5,18809,Yemeni troops search for missing hostages,no,1
5,7502,PETA India CEO Faces Sexual Harassment And Threats For Condemning Bull-Taming As Sport,yes,1
5,14447,These Nurses Reviewed Nurse Halloween Costumes And They Hated Them,yes,1
5,14746,Artists Made These Heartbreaking Posters As Tribute To Child Victims Of The Peshawar School Attack,yes,1
5,11424,The 24 Cutest Reindeer You Ever Did See,yes,1
5,13139,19 Times Henry Cavill's Jawline Was Out Of Control,yes,1
5,30246,Sirius XM Prepares for Possible Bankruptcy,no,1
5,4413,You Will Not Be Able To Handle The New Real Housewives Of Atlanta Trailer,yes,1
5,28556,Gas Dispute Offers European Union an Angle,no,1
5,30186,NBC Universal Emerges as a Bright Spot for G.E.,no,1
5,21852,U.S. automaker Chrysler wants to eliminate 789 dealerships,no,1
5,18493,U.S. prepares for arrival of Hurricane Sandy,no,1
5,8500,12 Charts That Speak To Anyone That Stays Up Too Late,yes,1
5,8441,"Daniel Radcliffe And James McAvoy Play ""Never Have I Ever""",yes,1
5,16150,National Debate About G.O.P. Hits Home in Utah,no,1
5,11756,19 Hideaways Where You Can Clear Your Head In London,yes,1
5,11061,Here's How To Do The Rainbow Snapchat Filter IRL For Halloween,yes,1
5,26252,Software That Copies DVDs to Players Is on Trial,no,1
6,26736,BBC Outside Broadcasts to be sold to Satellite Information Services,no,1
6,29708,'Gouge' found on wing of Space Shuttle Endeavour,no,1
6,981,This Week In History: 14-19 September,yes,1
6,28127,"With Son in Remission, a Family Struggles to Find Coverage",no,1
6,31232,"Morning-after pill to be made available to 17-year-olds, U.S. federal judge rules",no,1
6,24893,"Bob Barker retires as US host of ""The Price is Right""",no,1
6,19931,Denver Broncos player Kenny McKinley found dead aged 23,no,1
6,28194,NASA says worker tried to sabotage ISS,no,1
6,20908,Philadelphia Archdiocese suspends 21 priests for alleged sexual abuse,no,1
6,23362,Legislators Reject Palin Pick for Alaska Attorney General,no,1
6,2692,Which Wild Animal Is Your Sexual Nature,yes,1
6,15174,These Monster Sugar Cookies Are The Cutest Thing You Will See All Day,yes,1
6,9072,We Can Predict Your Future Based On Your Eye Color,yes,1
6,20395,Former rugby union commentator Bill McLaren dies at age 86,no,1
6,25612,"Iran election going to run-off, challenger alleges fraud",no,1
6,7085,Pamela Anderson Is Cured Of Hepatitis C,yes,1
6,19984,Armstrong Displays Form and Commentary in Australia,no,1
6,17929,Duke Tops Texas to Advance to Round of 16,no,1
6,26843,Space shuttle Discovery cleared for Monday launch,no,1
6,9224,How Did Your Parents Explain The Birds And The Bees To You,yes,1
6,30759,Nathalie Carpanedo finishes wild card run at 2013 IPC Alpine World Championships,no,1
6,12780,27 Clever Ways To Remember All Your Shit,yes,1
6,30959,South Korean police clamp down on protests against US beef,no,1
6,19349,Bank of America to Receive Additional $20 Billion,no,1
6,19789,Foul Ball Leaves Wright Limping; Hobbled Youkilis Is Out,no,1
6,12887,We Know Which Hunk Will Make You Orgasm Based On Your Favorite Disney Movie,yes,1
6,2868,"Now Kanye West Has Called Taylor Swift ""Fake"" In Leaked Audio",yes,1
6,31367,U.S. Supreme Court hears MGM v. Grokster,no,1
6,10501,Hanging With Your Regular Friend Vs. Hanging With Your Best Friend,yes,1
6,26287,The Dutch Are Stunning the World at the Classic,no,1
6,4052,I Survived A Suicide Attempt,yes,1
6,9220,These Snickers Desserts Are Going To Change The Way You Think About Life,yes,1
6,89,42 Of The Most Romantic Lines From YA Literature,yes,1
6,12794,19 Of The Most Cringe-Worthy Audition Horror Stories You'll Ever Hear,yes,1
6,3832,Which Pop Artist/Producer Duo Are You,yes,1
6,4158,How I Learned To Celebrate Eid Al Adha In America,yes,1
6,13476,Watch Mariah Carey Internally Scream When She's Asked To Sing,yes,1
6,22272,Daniel Craig to be new James Bond,no,1
6,28714,"Victory Charge at Players Championship, but From Stenson, Not Woods",no,1
6,3282,23 Stunningly Delicate Tattoo Sleeves That Are Beyond Dreamy,yes,1
6,30390,EU fines Microsoft $1.35 billion for non-compliance with antitrust decision,no,1
6,31015,54 killed by suicide bomber at Musayyib gas station,no,1
6,31853,Dow Jones Industrial Average closes at lowest level in six years,no,1
6,3882,7 Facts About History That Will Blow Your Mind,yes,1
6,19030,"Up to ten reported dead, 50 injured after pipeline blast in Iran",no,1
6,5830,"Dear Men, Stop Wearing Boxers With Board Shorts",yes,1
6,10943,An Anti-Gay Preacher Got Shut Down By A Boy Playing His Bagpipes,yes,1
6,29264,Tropical Storm Fay continues through Florida,no,1
6,25731,"Australian football: Melbourne through to A-League Grand Final, Adelaide to play Queensland in preliminary final",no,1
6,1183,Kate Hudson And Goldie Hawn Are Mom And Daughter Goals,yes,1
7,1241,Here's What Child Actors From '00s Disney Channel Shows Look Like Now,yes,1
7,21154,"Woman dies after being struck by fire truck hose in Cambridge, Massachusetts",no,1
7,15822,12 Christmas Presents For Someone That You'll Never Ever EVER Bone,yes,1
7,17776,2007/08 DFB Cup: FC Bayern Munich beats Burghausen in shootout to advance,no,1
7,31983,US Secret Service discovers third uninvited guest at White House dinner,no,1
7,1769,17 Mouthwatering Risottos Guaranteed To Change Your Life,yes,1
7,11608,24 GIFs That Perfectly Sum Up The Feeling Of Taking Off One's Bra,yes,1
7,22044,Ignatieff tops first ballot in Canadian Liberal convention,no,1
7,12616,Witches' Counsel: I Have The Worst Luck,yes,1
7,3174,"I Tried Out 4 Lazy-Girl Shirt-Gapping Solutions, And Got Surprisingly Lucky",yes,1
7,30908,Specter Faces Conservative Challenge,no,1
7,28030,Off to Practice Before a Round of Golf? Think Again,no,1
7,23231,Cheney lobbies for CIA exemption to torture ban,no,1
7,565,This Girl Cried When She Tried Pepsi For The First Time Because Life Is So Much Sometimes,yes,1
7,25339,Battle of the Bulge reenacted in Belgium,no,1
7,14179,19 Things All Super Polite People Just Get,yes,1
7,3029,13 Things To Think About The Next Time You Say Sorry,yes,1
7,22925,Weir Is No Stranger to Dank Weather or Big Stage,no,1
7,1001,Can We Guess Your Secret Sexual Desire Based On Your Favourite Emoji,yes,1
7,20919,"From Kenya to Qatar (by Way of Holland), a Long Run",no,1
7,21934,Florida Governor Jeb Bush gives speech on Hurricane Wilma,no,1
7,24187,UK National Audit Office: Online learning service Learndirect 'too bureaucratic',no,1
7,1380,Here's 100 Years Of American Men And Women's Beauty,yes,1
7,19888,New Efforts in Europe to Bolster Lending,no,1
7,3841,"14 Incredible ""Game Of Thrones"" Tattoos That Are To Die For",yes,1
7,25483,Keeping the News Crawl Running During Ad Breaks,no,1
7,27726,Creationist who threatened biologists threatened others at university,no,1
7,31854,"Duke and Virginia Advance, Completing Final Four Field",no,1
7,13166,Everyone Should Listen To Lady Gaga's Speech On Why She Wanted To Quit Music,yes,1
7,20729,Andy Blair wins Capital Punishment 2013 mountain bike race,no,1
7,20250,UBS Raises $3.5 Billion in Share Sale,no,1
7,11297,What Does Your Blood Type Say About Your Personality,yes,1
7,10180,16 Cats Who Are Just As Confused As You,yes,1
7,4920,"31 Thoughts I Had While Watching ""Empire""",yes,1
7,15958,17 Things You Realise After You Leave Your All-Girl School,yes,1
7,14477,Which Classical Composer Best Suits Your Taste,yes,1
7,17751,Interview with recent Wikimedia Foundation board appointee Domas Mituzas,no,1
7,15081,A Guy Opened A 22-Year-Old Chocolate Bar And It Looks Crazy,yes,1
7,20123,Grover Norquist attempts to trademark 'K Street Project',no,1
7,4928,"Which ""The Force Awakens"" Character Are You",yes,1
7,25506,Mars orbiter finds widespread evidence of water-bearing minerals,no,1
7,19053,"In Books on Two Powerbrokers, Hints of the Future",no,1
7,14184,"6 Of Your Most Cringeworthy Questions, Answered By Science",yes,1
7,14045,We Know Which Disney Character You Should Carve Into Your Pumpkin,yes,1
7,30501,"King of Swaziland seeks thirteenth bride, continues to cause ire",no,1
7,8421,I Went To Lauren Conrad's Fashion Show And Lived Out My High School Fantasy,yes,1
7,13633,18 Ways To Actually Keep Your Closets Organized,yes,1
7,19414,"Again, Santana Shines and Mets Fail to Help",no,1
7,2863,The Try Guys Ruin Your Childhood (With Weird Costumes),yes,1
7,7689,"Amber Rose Called Out GQ's Sexist And ""Ignorant"" Portrayal Of Her",yes,1
8,5172,This Woman Loves Harry Potter So Much That She Buys A Book From Every Country She Visits,yes,1
8,80,19 Beautiful Places In Scotland That Give People All The Feels,yes,1
8,22618,One dead after small plane crashes near Phoenix,no,1
8,2191,This Music Video Starring All Dogs Is Fucking Insane,yes,1
8,11650,19 Cozy Onesies You'll Want To Wear Everywhere,yes,1
8,10109,"Which ""Street Fighter"" Character Are You Based On Your Zodiac Sign",yes,1
8,18994,Notre Dame Explores Recruiting Frontiers,no,1
8,23093,Two Kenyans kidnapped by gunmen in Somalia now released,no,1
8,16738,Obama Urged to Move Swiftly to Rescue Banks,no,1
8,22619,Bomb explosion kills two in Nepal church,no,1
8,20382,Democrats Resisting Obama on Social Security,no,1
8,8593,105 Thoughts I Had At My First Sex Convention,yes,1
8,1825,What's The Best Animal Vine You've Ever Seen,yes,1
8,23909,Keeping True Identity Online Becomes Battle,no,1
8,18033,Colombian unions reiterate their accusations against Coca Cola,no,1
8,28488,"Sources close to both sides say NHL, NHLPA agree on Salary Cap structure",no,1
8,11476,People Are Going Nuts Trying To Find The Hidden Panda In This Photo,yes,1
8,26858,Ill Patients Forced to Pay for Cancer Pills,no,1
8,22020,Recovery planned for crashed Canadian helicopter,no,1
8,5357,The Best Tumblr Posts About Dating In 2015,yes,1
8,13616,21 Things You Only Get If You're The Broke One In Your Squad,yes,1
8,21439,White House cuts Hubble from budget,no,1
8,24093,"Mullins, Trainer of I Want Revenge, Is Suspended",no,1
8,31515,Gunmen abduct aid workers in Sudan,no,1
8,30898,Farmers block main road in South Italy,no,1
8,13055,"A List Of The Most Romantic Jim & Pam Episodes Of ""The Office"" To Binge-Watch On Valentine's Day",yes,1
8,12815,39 Products That Will Help You Embrace Your Inner Cat Lady In 2016,yes,1
8,15764,We Know Your Birth Month Based On Two Totally Unrelated Questions,yes,1
8,12506,Thoughts You Have While Waiting To Get Tested,yes,1
8,566,Which Halsey Song Are You,yes,1
8,269,Should You Get An Oscar Or Leonardo DiCaprio,yes,1
8,16128,Mets Show More Reasons for Their Optimism,no,1
8,1377,32 Indian Comedians' Most Retweeted Jokes On Twitter,yes,1
8,31931,2 Are Approved for Justice Dept.,no,1
8,20532,Works valued at €100 million stolen from the Musée d'Art Moderne de la Ville de Paris,no,1
8,21559,"Gaza Strip aid ship departs Greece, diverts to Egypt",no,1
8,25534,Luxury-Goods Makers Embrace Sustainability,no,1
8,9931,A Definitive Ranking Of Babyface's Greatest Hits,yes,1
8,11501,39 Things They Didn't Show You On TV At The 2015 EMAs,yes,1
8,5565,Celebrities: Then (2014) And Now (2015),yes,1
8,19359,"Gold mine in Tanzania collapses, at least 20 dead",no,1
8,14820,10 Jeans Hacks To Keep Your Look On Point,yes,1
8,5395,Ryan Reynolds Looks Completely Terrifying While Doing His Best Hugh Jackman Impression,yes,1
8,20920,Siméus responds to the dismissal of Haitian justices,no,1
8,29947,Outgoing Australian Democrats leader predicts new party amidst double dissolution,no,1
8,20407,Donald Brown Is N.F.L. Prospect With More on His Mind Than the Draft,no,1
8,24704,"Aided by Safety Nets, Europe Resists Stimulus Push",no,1
8,30514,Party video game banned in UK for having offensive word,no,1
8,2143,19 Reasons Why You Should Date Someone Short,yes,1
8,2827,"Stephanie Mills Destroyed Us In NBC's ""The Wiz""",yes,1
9,7825,"Which ""Shameless"" Character Are You Based On Your Zodiac Sign",yes,1
9,12146,Can You Name The Iconic '90s Music Video From A Single Screencap,yes,1
9,27913,Darwinism Must Die So That Evolution May Live,no,1
9,15261,This Telenovela Hunk Will Get You All Hot And Bothered,yes,1
9,11795,Nick Jonas Shared Possibly The Best Throwback Thursday Photo Ever,yes,1
9,10681,"Young Thug Reading The Lyrics To His Song ""Best Friend"" Is Everything",yes,1
