userId,headlineId,headlineName,clickbait,interaction
3,13138,18 Random Good Deeds That Will Restore Your Faith In Humanity,yes,1
3,11724,This Video Shows What Happens When Single People End Up On Awkward Blind Dates,yes,1
3,2544,Can You Identify These Iconic '80s Movies Based On A Screenshot,yes,1
3,29562,"As Wind Power Grows, a Push to Tear Down Dams",no,1
3,17396,Annual Perseids meteor shower visible in northern hemisphere,no,1
3,12810,The Hemsworth Brothers' Instagram War Is A Christmas Gift To Us All,yes,1
3,1351,Adele Pranked Some Employees At Jamba Juice And It's Everything,yes,1
3,4212,"The Cast Of ""The L Word"" Have Aged Incredibly Well",yes,1
3,14031,What Celebrity Should You Kiss Under The Mistletoe Based On Your Zodiac,yes,1
3,23844,Obama sets deadline to withdraw troops from Iraq,no,1
3,29766,"In Peacekeeping, a Muddling of the Mission",no,1
3,9730,19 Texts That Are Way Too Real For Anyone Who's A Little Bit Greedy,yes,1
3,25472,Attorney General vetos release of Prince Charles correspondence,no,1
3,24986,"Apple to give free cases, refunds to iPhone 4 owners",no,1
3,12962,"Here's Our First Look At Season 2 Of ""Outlander"" And Oh My God",yes,1
3,3454,Chris Hemsworth Paid Off His Parents' Debt Because He's Perfect,yes,1
3,4073,This Dog Accidentally Ran A Half-Marathon And Placed Seventh,yes,1
3,22884,Survey finds Spam tolerance growing,no,1
3,18936,"In Book, Radomski Talks About Dealing Drugs and Dealing With Mitchell",no,1
3,14167,11 Struggles All Hot Sauce Lovers Know,yes,1
3,24379,Nigerian Housing Minister fired in anti-corruption drive,no,1
3,20392,51 suspects named by UN for war crimes in Darfur,no,1
3,6306,"Are You Actually A ""Nice Guy""",yes,1
3,27766,Foundations Trim Staffs After Assets Slide Lower,no,1
3,28319,"Jordanian king dissolves parliament, calls for general election two years ahead of schedule",no,1
3,31269,Australian rules football: 2010 Gippsland Football League round 11 - Wonthaggi v Traralgon,no,1
3,2032,BuzzFeed Crossword: Don't Get Emotional,yes,1
3,21487,Avalanche buries cars in Colorado,no,1
3,10020,Pigskin A Blanket: NFL Week 6 Picks,yes,1
3,24767,40 million credit cards compromised,no,1
3,25425,Dan Savage wins Webby Award for It Gets Better Project,no,1
3,12830,These Ingenious Lego Hacks Will Finally Help Math Make Sense,yes,1
3,6941,20 Christmas Dachshunds Who Are Totally Ready For The Holidays,yes,1
3,23327,Ethics debate surrounds surgery to stunt disabled girl's growth,no,1
3,27322,Haitian migrants drown and many more still missing,no,1
3,12376,20 Life-Changing Cupcakes That Are Better Than A Boyfriend,yes,1
3,10506,"Caitlyn Jenner Apologised For Saying A Trans Woman Shouldn't Look Like ""A Man In A Dress""",yes,1
3,26756,Call for White House Control of Security,no,1
3,9973,An Acid Attack Survivor Just Became The First-Ever Spokeperson For A Fashion Brand,yes,1
3,25965,Suspect in Colorado anti-evolution death threats case is missing,no,1
3,21786,Warming Relationships in a Warm Locale,no,1
3,3394,17 Halloween Fails That Are Borderline Impressive,yes,1
3,14817,What Carb Are You,yes,1
3,11524,"15 Valentine's Day Gifts For People Who Love The ""Making A Murderer"" Attorneys",yes,1
3,26260,Gillibrand named as Clinton's Senate replacement,no,1
3,16003,Large earthquake rattles Indonesia; Seventh in two days,no,1
3,21719,Ex-Lobbyists in U.S. Case of Espionage Win a Round,no,1
3,11917,"This ""Star Wars"" Fan Theory About Kylo Ren Is Perfect",yes,1
3,29296,'Bad language' at Live 8 concerts trigger complaints to the BBC,no,1
4,2417,Look At These Beautiful And Haunting Photos Of African Wildlife,yes,1
4,24061,Nokia Inc. announces plans for iPhone rival,no,1
4,13201,This Might Just Be The Ultimate DIY Pizza Snack,yes,1
4,30758,Nine dead after armed Santa Claus opens fire in LA suburb,no,1
4,11115,"Who Would You End Up With In ""Once Upon A Time"" Based On Your Zodiac Sign",yes,1
4,14526,16 Of The Greatest Audience Reactions From The 2015 Emmys,yes,1
4,29416,Next Wave of Media Threatens Video Game Makers,no,1
4,18064,British scientists claim 2005 warmest yet in Northern Hemisphere,no,1
4,12610,"How Well Do You Actually Remember ""A Different World""",yes,1
4,6306,"Are You Actually A ""Nice Guy""",yes,1
4,26419,Rivera Earns Save No. 500 as Yankees Earn a Sweep,no,1
4,2195,Justin Timberlake And Jimmy Fallon Did Another History Of Rap And It Was Perfection,yes,1
4,1694,These Calculations About Student Loans Might Be Too Real,yes,1
4,13298,"21 Posts About Watching TV That Will Make You Say ""Same""",yes,1
4,24003,Obama lessens US ban on offshore drilling,no,1
4,29454,U.S. Military Expresses Concern About Perception of an Iraqi Crackdown on Sunnis,no,1
4,13866,This Bride Baked A Life-Sized Wedding Cake Of Herself And Her Groom,yes,1
4,4963,Here Are The Worst Things About Christmas As An Adult,yes,1
4,7518,"All The Bakers Dance In The Turkish Version Of ""Bake Off""",yes,1
4,978,Which Dessert Should Be Your Valentine Based On Your Zodiac Sign,yes,1
4,7513,People Try Chatroulette For The First Time,yes,1
4,25794,Firefighters find burning body parts in oil drums,no,1
4,993,"How Well Do You Remember The Halloween Party Episode Of ""Friends""",yes,1
4,6232,What Is The Worst Pick Up Line You've Ever Heard,yes,1
4,26235,Fox Will Limit Obama Event to Cable,no,1
4,31542,Destroyed Kelso High School to be rebuilt,no,1
4,20852,Bankruptcy Looks Likely for Chrysler,no,1
4,9955,Here Are 18 Cute Animals Because Sometimes That's What You Need,yes,1
4,22462,Czisny Win U.S. Figure Skating Title,no,1
4,19154,Saudis Delay Local Elections by 2 Years,no,1
4,26075,Running to Reclaim Your Body From Cancer,no,1
4,2551,"This Movie Could Be The Next ""The Room""",yes,1
4,16888,A Midwestern Wind Infuses the U.S. With Zip and Zing,no,1
4,31199,Tsunami nations give relief advice to U.S.,no,1
4,2358,We Know Which Food Is Your Bae With This One Question,yes,1
4,14438,17 Images That Will Only Make Sense To People Obsessed With High Heels,yes,1
4,1688,Stop Whatever You're Doing Right Now And Drool Over These Korean-Style Nachos,yes,1
4,18291,Assisted-suicide doctor Jack Kevorkian to run for US Congress,no,1
4,16676,German Football: Lahm signs contract with Bayern Munich until 2012,no,1
4,18629,"Two arrested, 40 dead in Indian bridge collapse",no,1
4,1693,"Which Character From ""The White Queen"" Are You",yes,1
4,17778,Zimbabwean rivals sign power sharing deal,no,1
4,27185,2008 Taipei AMPA: IT industry will pulse the growth of automotive industry,no,1
4,20550,Brain dead woman gives birth,no,1
4,16211,Drunken passenger triggers UK-Dominican Republic flight's diversion to Bermuda,no,1
4,23214,"ETA set off car bomb in La Rioja, Spain",no,1
4,6462,25 Things From 2015 You Probably Already Forgot About,yes,1
4,2445,A Bride Honored Her Father At Her Wedding With A Dance With Four Of His Fellow Police Officers,yes,1
4,25155,Mugabe declares Zimbabwe cholera crisis under control,no,1
4,4537,Is This Mars Or Arizona,yes,1
5,9727,15 Times Princess Cheeto Won Instagram In 2015,yes,1
5,16052,A Town Reborn Faces a New Threat,no,1
5,11018,Tina Fey Gave The Perfect Answer To A Question About Women In Comedy,yes,1
5,30785,Bangladesh storms kill at least 23,no,1
5,12283,The Best Thing That's Happened To Cereal Since Cereal,yes,1
5,3836,13 Apps That Might Make Dating Less Horrible,yes,1
5,5380,Celebs Play The Blind Kissing Challenge,yes,1
5,24221,Discriminatory job ad by Central Bank of Turkey asks for men only,no,1
5,11781,26 Painful Truths About Running During The Winter,yes,1
5,13226,Should You Study For Finals Or Watch Netflix,yes,1
5,16560,Recall in Kansas City Fails,no,1
5,13163,What's The Best College Bar In America,yes,1
5,5464,"Do You Belong At Hogwarts Or The ""AHS"" Coven",yes,1
5,3341,Pretty Little Liars Quotes As Motivational Posters,yes,1
5,28518,"In His Quiet Way, Chandler Has Emerged as a Knicks Star",no,1
5,10177,These Cops Took Care Of A Sick Woman's Five Children When She Went To The Hospital,yes,1
5,18996,"'Explosive' Haitian cholera outbreak kills 292, neighboring countries prepare",no,1
5,30203,"Details, but Little Insight, on Craigslist Killing Suspect",no,1
5,30667,"Brady Shows Off, and Shows Some Rust, for the Cameras",no,1
5,14537,Emma Watson Has Finally Responded To Noma Dumezweni Being Cast As Hermione,yes,1
5,10300,15 Vampire Recipes That'll Make Your Halloween Party An Instant Success,yes,1
5,8316,22 Home Decor Pieces That Will Make You Wish You Were Dead,yes,1
5,7668,When Was The Exact Moment You Fell In Love With Your S.O,yes,1
5,17505,Shell reports oil leak at North Sea platform,no,1
5,24617,"US, North Korea form agreement to search for war dead",no,1
5,27656,Greek demonstrators protest austerity measures,no,1
5,1955,21 Tweets About Makeup That Will Make You Laugh Every Time,yes,1
5,16626,New insulin-resistance discovery may help diabetes sufferers,no,1
5,18905,Litvinenko murder suspect running for MP,no,1
5,14379,"Ryan Reynolds Got Dunked On ""Ellen"" To Raise Money For Make-A-Wish Foundation",yes,1
5,10697,15 Fab Little Gifts Your Reddit Secret Santa Will Love,yes,1
5,12098,21 People Who Slayed In African Ankara Print,yes,1
5,19223,Early Canadian federal election set for October 14,no,1
5,25642,Sensors and Chips Trained to Serve Pets,no,1
5,16011,Gas prices surge in Northeast US,no,1
5,25622,Miles-long queue to view Pope John Paul one last time,no,1
5,30247,Tainted Supplements Raise New Questions for Sports Leagues,no,1
5,22066,"Robert Wilson, bassist for The Gap Band dies aged 53",no,1
5,5776,Thoughts During A Manicure,yes,1
5,6641,"The Clueless American's Guide To ""The Great British Bake Off""",yes,1
5,8454,Literally Just 20 Pictures Of Tom Hiddleston,yes,1
5,12978,Why I Wait A Day Before I Debate My Faith In The Public Square,yes,1
5,20160,Smartphone Debut Helps Palm Beat Estimates,no,1
5,27914,Western New York prepares for ice storm,no,1
5,19567,Four small explosions strike London's transport system,no,1
5,550,Can You Name The Christmas Movie From The Distorted Scene,yes,1
5,20283,"Not Scotland, but Closer: Golf in Nova Scotia",no,1
5,20657,Five dead in Calgary murder-suicide,no,1
5,20605,England win the Ashes,no,1
5,5101,Try This Cool Figure-8 Bun When Your Hair Is Dripping Wet,yes,1
6,31326,A.I.G. Sells Its Japanese Headquarters for $1.2 Billion,no,1
6,31897,"US offers to eliminate duties on Cotton, Africa says it's not enough",no,1
6,14992,"Ellen Absolutely Grilled Ben Higgins, AKA The Bachelor",yes,1
6,20746,Price of Stamps Rising This Week,no,1
6,14927,"The Entire Original Cast Just Signed On For The ""Trainspotting"" Sequel",yes,1
6,22558,Number of unemployed in the UK climbs to 2.4 million,no,1
6,28926,Snuggie Rode Silly Ads to Stardom Over Rivals,no,1
6,21417,Formula One: Jenson Button wins 2010 Chinese Grand Prix,no,1
6,5857,13 Movie Theater Hacks To Make Your Moviegoing Experience Better,yes,1
6,18752,"To Track Tigers, Software That Knows Them by Their Stripes",no,1
6,28678,"Stricker Wins John Deere Classic, Rising to No. 2 in FedEx Standings",no,1
6,185,31 Celebrity Babies We Said Hello To In 2015,yes,1
6,4730,13 Meet-Cute Stories That Actually Happened In Real Life,yes,1
6,18842,"Apple collecting location data from iPhone, iPad",no,1
6,24990,Gaza Strip pullout under way,no,1
6,15871,Kim Kardashian Has Shared The First Photo Of Saint West,yes,1
6,3982,17 Things Only American Students Studying In The UK Will Understand,yes,1
6,17027,Jobs unveils new products after cloud of secrecy and lawsuits,no,1
6,18934,Swedish men suspected of nuclear plant sabotage released,no,1
6,3167,53 Thoughts Every Girl Has While Getting Her Eyebrows Threaded,yes,1
6,22776,Militant group 'protests' placards used in Armenian-Turkish journalist's funeral,no,1
6,13004,Men Transform Into Superheroes,yes,1
6,28480,Betancourt calls for release of all FARC hostages,no,1
6,30539,"Guantanamo prosecutors call trials a ""fraud""",no,1
6,28824,Hurricane Paloma hits Cuba,no,1
6,25962,U.S. Relies More on Aid of Allies in Terror Cases,no,1
6,8378,These Eerie Photos Capture The Oddball Beauty Of Suburban America,yes,1
6,8204,Can We Guess Your Favorite Beatle,yes,1
6,14240,We Can Guess Your Chipotle Burrito Order With A Single Question,yes,1
6,4109,We Know How Old You Are Based On Your Favorite Kitten,yes,1
6,16716,Tornadoes rampage through Mississippi,no,1
6,8985,These Kids Schooled Stacey Dash On The Importance Of Black History Month,yes,1
6,18903,An Unusual Appearance at the Big Clock,no,1
6,7028,We Know Your Favorite Unexpected Disney Or Pixar Villain Based On Your Favorite Taylor Swift Song,yes,1
6,1548,18 Dogs Who Are Stuck In Things But Doing Just Fine,yes,1
6,5626,BuzzFeed Crossword: Flower Power,yes,1
6,10267,18 Pictures That Perfectly Sum Up Not Knowing What To Eat,yes,1
6,28672,PCCW Chairman Drops Bid to Privatize Group,no,1
6,11834,Things You Can Do If You Are Spending New Year's Eve Alone,yes,1
6,24540,Eric Bogosian on writing and the creative urge,no,1
6,13417,39 Foods You Should Beg Mom To Make While You're Home For The Holidays,yes,1
6,2923,"23 Gifts Every ""Legend Of Zelda"" Fan Will Love",yes,1
6,3464,5 Ways To Turn Junk Food Into Classy Cocktails,yes,1
6,18779,Separatists fail to stop re-opening of Kashmir bus service,no,1
6,5073,This Mash-Up Video Will Have You Crying Nostalgic Tears For 1994,yes,1
6,20289,Talks with TGWU and Gate Gourmet to resume later today,no,1
6,29539,Online Age Quiz Is a Window for Drug Makers,no,1
6,18554,Multiple bomb threats in Sydney 'nothing more than a hoax',no,1
6,11274,"17 People Who Wouldn't Let ""Calgon, Take Me Away!"" Die",yes,1
6,13891,"13 ""Teen Wolf"" Questions That Are Impossible To Answer",yes,1
7,18817,Kara Tointon and Artem Chigvintsev win UK Strictly Come Dancing,no,1
7,23056,Greece formally asks for EU-IMF loans,no,1
7,24930,FEMA accused of misusing trained disaster workers as public-relations workers,no,1
7,21825,"Swedish couple names baby boy ""Google""",no,1
7,18240,Carter: Race relations in Palestine are worse than apartheid,no,1
7,8276,What Does No One Ever Tell You About Being In Therapy,yes,1
7,21777,What Happened to Archway?,no,1
7,31046,Russian Report Says Moscow Will Halt Missile Deployment,no,1
7,6477,"19 Times ""Absolutely Fabulous"" Summed Up Being In Your Twenties",yes,1
7,2142,"We Know Your Favorite ""Gossip Girl"" Character Based On Your Favorite ""Harry Potter"" Character",yes,1
7,19862,Blagojevich Makes a Day of It on Way Out,no,1
7,22330,"Business Opportunity Knocks, Even in Bad Times",no,1
7,13621,13 Terrible Photos People Took Of The Eclipse With Their Phones,yes,1
7,28555,Henry A. Waxman,no,1
7,4122,"This Kid Stopped On His Way To Second Base To Tell His Baseball Coach ""I Love You""",yes,1
7,1221,Can You Guess How Many Followers These Instafamous People Have,yes,1
7,22052,Two Prime Ministers banned from Fiji,no,1
7,16517,N. Korea Issues Threat on Uranium,no,1
7,2503,"An Alarming Number Of People Think ""The Martian"" Is A True Story",yes,1
7,28849,Japan's Prime Minister Fukuda announces resignation,no,1
7,27678,Records Seized in Illinois Town Accused of Water Irregularity,no,1
7,26126,Texas defeats USC in 2006 Rose Bowl,no,1
7,4993,"The Hardest ""Fellowship Of The Ring"" Quiz You'll Take Today",yes,1
7,22913,US President George Bush discusses 'war on terror',no,1
7,10960,These Kahlua Fudge Brownies Just Want To Be Loved,yes,1
7,12957,What Should Your Instagram Color Scheme Be,yes,1
7,4507,21 Photos That Will Really Make You Feel Super Old,yes,1
7,29825,English Cricket Teams Get Uneven Treatment Everywhere but on the Field,no,1
7,23907,Should Online Scofflaws Be Denied Web Access?,no,1
7,7874,Can You Identify The Disney Character By Just Their Mouth,yes,1
7,24887,Demonstrations planned to protest internet censorship in Finland,no,1
7,14452,John Krasinski's View On Fatherhood Will Explode Your Ovaries,yes,1
7,27291,"Kangaroo knocks jogger unconscious in Canberra, Australia",no,1
7,6583,We Know If You Have An iPhone Or Android Based On Your Favorite Fast Food Restaurant,yes,1
7,2654,"How Obsessed With ""Game Of Thrones"" Are You",yes,1
7,8643,A Minute With Kendall Jenner And Her Wax Figure,yes,1
7,18670,Church of Scientology attempting to block 'intolerant' German film,no,1
7,22836,Republicans Firing Blanks at Obama,no,1
7,11427,How Fanfic Helped Me Find Myself,yes,1
7,28818,Globalization and trade deficit are connected says Greenspan,no,1
7,5713,7 Quick Tips For Anyone Trying To Eat Healthier,yes,1
7,11614,"21 Places Chandler Bing Might Be Instead Of Reuniting With The ""Friends"" Cast",yes,1
7,1211,How Much Of A Cheese Addict Are You Really,yes,1
7,30930,"Two embassies in Rome, Italy hit by bomb attack",no,1
7,24637,Bush reacts to the Iraq Study Report,no,1
7,11076,Which Shia LaBeouf GIF Matches Your Zodiac Sign,yes,1
7,7060,You'll Want To Be Best Friends With Justin Bieber After Watching His Carpool Karaoke,yes,1
7,9632,This Is The Only Spinach And Artichoke Dip You Need In Your Life,yes,1
7,12660,"Do You Remember ""Northern Downpour"" By Panic! At The Disco",yes,1
7,4440,"Meet Stoner Sloth, The NSW Government's New Anti-Pot Mascot",yes,1
8,8948,"Asos Removes ""Slave"" Shirt Pictured On Black Model Amid Backlash",yes,1
8,5271,"Can We Guess Your Age From These ""Would You Rather"" Questions",yes,1
8,22475,Portugal holds first same-sex marriage,no,1
8,5195,Do You Know The Names Of These Obscure Disney Characters,yes,1
8,27395,Slovenian alpinist rescued from Himalayan peak,no,1
8,2285,People Are Tweeting #NetflixListen To Get This Series About A Muslim Hero Made,yes,1
8,7597,Here's What A Half Century Of Love Really Looks Like,yes,1
8,1122,17 Ways To Get Into The Holiday Spirit At Disney World,yes,1
8,10542,These Questions Will Tell You Which U.S. City You Belong In,yes,1
8,24654,Church of England threatens legal action over PS3 game,no,1
8,9359,Rescue Dogs Re-Create Fashion Magazine Covers And It's Painfully Cute,yes,1
8,30619,Plane crash in California kills three,no,1
8,22917,Two deaths unreported in Natrecor study,no,1
8,18296,Clean Coal Technologies Gaining Favor,no,1
8,9300,22 Things To Give Your BFF To Show Them They're The One For You,yes,1
8,13703,Thanksgiving On The AMAs Red Carpet,yes,1
8,26082,Venezuela's president nationalizes more private companies,no,1
8,3896,"7 Essays To Read: Preventing Suicide, Crowdfunding Adoptions, And Being Single",yes,1
8,22675,Texas Adopts Law on Stewardship of Trusts After Founders Die,no,1
8,23769,Bush crashes his bike into Scottish police officer,no,1
8,28006,Italian judge convicts 23 in CIA kidnapping case,no,1
8,14775,Can You Name These '90s WWF Superstars,yes,1
8,1378,An Adorable Animals Advent Calendar: December 18,yes,1
8,14771,We Asked A Bunch Of Married Lesbian Couples: How Did You Pop The Question,yes,1
8,31444,U.S. Officials Say Israel Struck in Sudan,no,1
8,13560,"27 Times Urban Outfitters Went Way, Way Too Far",yes,1
8,11589,These Women Wore Cargo Shorts For A Week And Decided They Were OK,yes,1
8,2632,17 Subtle Ways To Make Your Home Creepy AF,yes,1
8,20783,Gordon Brown: I can lead Britain through economic crisis,no,1
8,21271,Cost Works Against Alternative Energy in Time of Recession,no,1
8,20461,Weir Versus Lysacek Highlights U.S. Figure Skating Championships,no,1
8,8105,"Someone Made An ""In-N-Out Pie"" And It Is A Beautiful And Revolting Mess",yes,1
8,22313,Hussein trial judge submits resignation,no,1
8,16715,Saddam Hussein admits to requesting trials,no,1
8,15622,When You're Single AF,yes,1
8,26444,Filipino Veterans Benefit in Stimulus Bill,no,1
8,26399,"Super Bowl XLVII: Ravens defeat 49ers, 34-31",no,1
8,13573,23 Times Tumblr's Love For Captain America Got It Right,yes,1
8,1955,21 Tweets About Makeup That Will Make You Laugh Every Time,yes,1
8,27568,Hollywood Finds Headaches in its Big Bet on 3-D,no,1
8,5617,76 Things You'll Know After Three Years At University,yes,1
8,16318,US economist tells Portugal to seek bailout,no,1
8,9385,"25 Tweets About ""Friends"" That'll Make You Laugh Every Time",yes,1
8,31396,"Somali pirates attack US-flagged ship, vessel evades capture",no,1
8,27171,United States bank receives death threats,no,1
8,27980,Graft in China Covers Up Toll of Coal Mines,no,1
8,8271,What's Your New York City Roommate Horror Story,yes,1
8,8567,27 Positions Every Single Person Has Been In Before,yes,1
8,20563,UK politician Nick Clegg wins historic first televised political debate,no,1
8,20314,Zegna Explores New Markets in Face of Downturn,no,1
9,7630,People Try Alcoholic Eggnog,yes,1
9,12080,5 Astronauts Told Us Their Most Terrifying Moments In Space,yes,1
9,9198,"Which TV Show Should You Binge-Watch, Based On Your Favorite Curse Word",yes,1
9,22176,Critic of Chechen President Is Killed in Exile in Vienna,no,1
9,8268,So A Racist Came To Your Halloween Party,yes,1
9,270,33 Things Russia Does Differently Than Everywhere Else On Earth,yes,1
9,24094,Explorer-Scouts Train in Post-9/11 Law Enforcement Methods,no,1
9,28517,"Stricker Leaves Opening, and Clark Slips Into Lead at Colonial",no,1
9,1897,That Awkward Moment You're The Only One Not Invited,yes,1
9,30083,Wikinews exclusive: 'speed not behind New Zealand's road toll',no,1
9,14730,16 Reasons You Should Take A Shath Every Day,yes,1
9,16945,Emir of Qatar abdicates throne,no,1
9,27501,Explosion at Yemen weapons factory kills dozens,no,1
9,29620,Bank of America Board Under Gun From Critics,no,1
9,30580,Filipino activist leader survives assassination attempt,no,1
9,28712,Study Calls for Oversight of Forensics in Crime Labs,no,1
9,20438,Pentagon Closes Office Accused of Issuing Propaganda Under Bush,no,1
9,19396,Lula's future in the hands of Brazilian Parliament,no,1
9,6855,Are You More Demi Lovato Or Miley Cyrus,yes,1
